super_opeid,name,czname,state,par_median,k_median,par_q1,par_top1pc,kq5_cond_parq1,ktop1pc_cond_parq1,mr_kq5_pq1,mr_ktop1_pq1,trend_parq1,trend_bottom40,count,region,female,k_married,par_mean,par_rank,k_mean,k_median_nozero,k_0inc,k_q1,k_q5,k_top1pc,tier_name,type,iclevel,public,barrons,sat_avg_2013,sat_avg_2001,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,scorecard_netprice_2013,scorecard_rej_rate_2013,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000
2665,Vaughn College Of Aeronautics And Technology,New York,NY,30900,53000,36.477882,0.11981525,44.843544,1.7666299,16.357975,0.64442915,-7.9987764,-5.7506108,207.6666666666667,Northeast,0.099518456,0.39375299,42817.99932283306,0.3382726437494422,56313.27651610153,59500,0.10780541,0.12284753,0.47540325,0.0096937828,Nonselective four-year private not-for-profit,private non-profit,4-year,private,9 - Special,,,21642.0,,0.5555555555555556,17385.0,0.22939999,0.13723978,0.19660756,0.34464148,0.057054743
7273,CUNY Bernard M. Baruch College,New York,NY,42800,57600,27.632242,0.55920202,46.824234,2.5568271,12.938586,0.70650864,-9.1865492,-12.297223,1083.0,Northeast,0.55186212,0.46454075,66249.87844817636,0.4264433704346428,69068.91660414742,61700,0.092775069,0.09679132,0.52175194,0.036214296,Selective public,public,4-year,public,3 - Selective,1235.0,1050.0,6561.0,3350.0,,5148.0,0.75169998,0.23454894,0.20506717,0.19239923,0.090518236
2688,City College Of New York - CUNY,New York,NY,35500,48500,32.546474,0.23351549,36.021557,1.4087214,11.723747,0.45848918,-9.8015804,-13.879366,582.3333333333334,Northeast,0.47223812,0.38075513,54008.89980144533,0.3771185075376944,60889.66355716944,53200,0.099116251,0.10705575,0.42457035,0.045307457,Selective public,public,4-year,public,4 - Selective,1130.0,995.0,6389.0,3309.0,0.476538493480608,3537.0,0.65899998,0.13243409,0.37621093,0.3162477,0.060208462
7022,CUNY Lehman College,New York,NY,32500,40700,36.707489,0.0,27.882967,0.18963498,10.235138,0.069610246,-5.7339659,-9.0723467,468.3333333333333,Northeast,0.67544484,0.30575472,45762.72521685943,0.3411889164049006,42720.62429659697,43500,0.10412239,0.11072759,0.29562196,0.0034811769,Selective public,public,4-year,public,5 - Selective,995.0,889.0,6408.0,3320.0,,2668.0,0.76719999,0.042473275,0.37330252,0.45333719,0.01502456
1140,"California State University, Los Angeles",Los Angeles,CA,36600,43000,33.116928,0.15598091,29.949804,0.083619982,9.9184551,0.027692368,-13.313572,-14.919846,1179.666666666667,West,0.62447017,0.39761055,52114.62349003956,0.3720243606367971,44225.55413230255,46500,0.10250326,0.11350263,0.32680506,0.0022683069,Selective public,public,4-year,public,4 - Selective,880.0,860.0,6348.0,1724.0,0.3565365025466893,3207.0,0.32480001,0.19961412,0.078658357,0.49421194,0.042297419
2693,CUNY John Jay College Of Criminal Justice,New York,NY,41800,45200,27.158951,0.097911149,35.684139,0.30840749,9.6914377,0.083760239,-3.9944887,-8.185668,1228.0,Northeast,0.59527689,0.32534915,56952.99518610886,0.4057631381948142,49034.96503885044,49300,0.0933792,0.10689215,0.37854564,0.0036612018,Selective public,public,4-year,public,4 - Selective,970.0,860.0,6359.0,3309.0,,3470.0,0.6595,0.05084214,0.29992676,0.37734073,0.011612093
2165,MCPHS University,Boston,MA,83300,112700,10.234574,0.77554816,91.293564,9.4175987,9.3435068,0.96385115,-1.5396656,-5.4528561,173.5,Northeast,0.70605189,0.65790105,99969.6640625,0.6155493458112081,107741.8359375,115300,0.040613737,0.047544893,0.78173566,0.063397571,Nonselective four-year private not-for-profit,private non-profit,4-year,private,9 - Special,1080.0,1176.0,29500.0,17343.0,0.6174496644295302,28944.0,0.1079,0.35739315,0.056061666,0.011212333,0.043447793
2791,Pace University,New York,NY,68600,60700,15.173292,1.2134688,55.575592,2.761539,8.4326468,0.41901636,-5.950985,-13.538049,1353.333333333333,Northeast,0.59507388,0.50160986,104767.8294469674,0.5537700705046724,68356.63617803264,65800,0.097328581,0.10438566,0.5422824,0.035503972,Selective private,private non-profit,4-year,private,4 - Selective,1050.0,1020.0,39697.0,16230.0,0.5146389069616135,19651.0,0.2317,0.15186794,0.1397046,0.12250217,0.060469158
2838,State University Of New York At Stony Brook,New York,NY,73600,60100,16.416624,0.44201165,51.245296,1.9444995,8.4127474,0.31922117,-6.716249,-10.386624,2070.666666666667,Northeast,0.49581456,0.47865036,91836.9761701143,0.5622652773310581,65407.72770318536,64100,0.090963945,0.096780173,0.54246753,0.030048523,Highly selective public,public,4-year,public,2 - Highly Selective,1250.0,1144.0,8430.0,4253.0,0.659296846683581,8585.0,0.60519999,0.22840764,0.090819947,0.072565436,0.035905559
2696,New York City College Of Technology Of The City University Of New,New York,NY,33500,37000,35.256516,0.10819948,23.638399,0.19894305,8.3340759,0.070140384,-7.0691638,-9.1352043,1488.333333333333,Northeast,0.4450168,0.2838347,44382.75898831187,0.33284428809151,39930.48504251819,40600,0.11009079,0.12091304,0.25440347,0.0025728159,Selective public,public,4-year,public,5 - Selective,,,6369.0,3319.0,,4716.0,0.23199999,0.11534277,0.47515416,0.26441786,0.022669569
21662,ITI Technical College,Baton Rouge,LA,56000,55000,20.257362,0.34329841,40.163651,0.14645728,8.136097,0.029668383,-10.871756,-16.802845,92.0,South,0.086956523,0.47069141,66096.00260416667,0.5142387946446737,61562.87630208334,58500,0.11583301,0.11869186,0.48638341,0.012847152,Two-year for-profit,for-profit,2-year,private,999 - Non-selective,,,10575.0,,0.8151260504201681,17832.0,,0.03125,0.19374999,0.0062500001,0.0
9651,Texas A&M International University,Laredo,TX,35400,42800,31.893793,0.46419528,25.357273,0.0067670108,8.0873957,0.0021582565,-6.1688261,-6.8036261,258.0,South,0.61046511,0.4903383,57651.97081920219,0.3813200733920401,44043.14985061369,46200,0.091611981,0.097356208,0.2730279,0.0017954372,Nonselective four-year public,public,4-year,public,999 - Non-selective,915.0,,6353.0,2475.0,0.4297520661157025,4728.0,0.52149999,0.0044189128,0.0017675651,0.9297393,0.019443218
2687,CUNY Brooklyn College,New York,NY,52200,44300,23.247004,0.78585011,34.696301,0.71291935,8.0658493,0.16573238,-2.6277237,-3.8919907,1009.666666666667,Northeast,0.59425551,0.49788338,81701.99677853665,0.4766045880321624,53799.11341150132,51900,0.14075758,0.15215319,0.39637917,0.028840283,Selective public,public,4-year,public,4 - Selective,1085.0,990.0,6536.0,3393.0,,3923.0,0.68019998,0.090449773,0.28749752,0.10441846,0.0380424
11031,Technical Career Institutes,New York,NY,29700,31300,40.302402,0.029217871,19.843748,0.1431327,7.9975071,0.057685915,-1.35367,-2.8605595,562.0,Northeast,0.26156583,0.25732464,38723.66842517423,0.2971310912855721,36025.34340015199,36400,0.13911216,0.15324751,0.21349089,0.0011438554,Two-year for-profit,for-profit,2-year,private,999 - Non-selective,,,13540.0,7200.0,0.2406277244986922,15351.0,,0.086533666,0.3511222,0.3957606,0.010723192
3599,University Of Texas - Pan American,Brownsville,TX,31700,39300,38.702602,0.29801774,19.76301,0.64955068,7.6487989,0.25139302,-11.182245,-5.3661623,1723.666666666667,South,0.55733901,0.45201543,50459.72650735472,0.3520512644268516,41415.7856555792,41800,0.093068682,0.10233327,0.22720143,0.0072558606,Selective public,public,4-year,public,4 - Selective,960.0,,5173.0,1985.0,,1117.0,0.37830001,0.0093867332,0.0051850528,0.84775615,0.017879492
2689,CUNY Hunter College,New York,NY,49800,44400,21.163614,0.56101543,35.636646,0.84728265,7.5420022,0.17931563,-4.5349264,-10.824342,1489.333333333333,Northeast,0.6918084,0.38337278,74827.43685478682,0.4667226650828001,47546.28142048317,49500,0.11727801,0.13004062,0.36852458,0.0095345769,Selective public,public,4-year,public,4 - Selective,1160.0,985.0,6429.0,3333.0,,4698.0,0.70279998,0.13345438,0.19713378,0.22229427,0.057972893
25964,Crimson Technical College,Los Angeles,CA,44700,37600,25.033554,0.55235308,30.048824,0.08228939,7.5222888,0.020599959,2.6844094,-10.693293,156.0,West,0.073717952,0.45359665,47183.26171875,0.363316019376119,41296.7734375,42800,0.091899037,0.099460721,0.38292864,0.0045169522,Two-year for-profit,for-profit,2-year,private,999 - Non-selective,,,,,0.7568807339449541,20230.0,,0.17433414,0.20338982,0.36319613,0.0024213076
7405,Wood Tobe - Coburn School,New York,NY,29500,24500,41.312565,0.11516438,17.706722,0.016651679,7.3151016,0.0068792352,-16.401064,-21.432161,129.0,Northeast,0.82558137,0.29204834,42822.66666666666,0.2850536505381267,29297.94986979167,29800,0.18352625,0.18139485,0.16874161,0.00038935689,Two-year for-profit,for-profit,2-year,private,999 - Non-selective,,,16820.0,,0.810077519379845,11787.0,,0.046153847,0.25274727,0.53626376,0.0
11189,United Talmudical Seminary,New York,NY,21200,15300,60.977478,0.5769859,11.770001,0.64897782,7.1770496,0.39573029,-4.1445279,3.4881175,218.0,Northeast,0.013761468,0.94151753,52691.84635416666,0.2991450826327006,25725.34765625,16000,0.10765741,0.098578736,0.12842165,0.007071774,Nonselective four-year private not-for-profit,private non-profit,4-year,private,999 - Non-selective,,,13530.0,5000.0,0.4325068870523416,4768.0,,0.0,0.0,0.0020270271,0.012162162
2690,CUNY Queens College,New York,NY,63300,48200,20.142742,1.2734835,35.4384,0.78856534,7.1382656,0.15883869,-7.1461072,-8.796628,1052.666666666667,Northeast,0.61209625,0.53708667,93543.63790621042,0.5223372375912271,55617.20726379434,54900,0.13118131,0.1413482,0.425928,0.016566021,Selective public,public,4-year,public,4 - Selective,1090.0,1045.0,6507.0,3403.0,,3538.0,0.62980002,0.1753922,0.10397665,0.15113097,0.042411529
1203,Glendale Community College,Los Angeles,CA,40100,30500,32.359211,0.3114917,21.885973,0.56746334,7.0821285,0.18362667,-11.834276,-11.087843,1437.0,West,0.50336349,0.39864227,60158.27255041608,0.4012198915713295,37418.35056668262,37300,0.16860147,0.18260965,0.23329139,0.0060916687,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,1175.0,315.0,0.1932479627473807,2861.0,,0.14458835,0.025070531,0.25307772,0.036611952
31034,South Texas College,Brownsville,TX,23900,27500,52.360695,0.071010314,13.195425,0.23679268,6.9092164,0.12398629,-18.819628,-11.532767,1881.333333333333,South,0.52037561,0.38526481,34827.63773337837,0.2561214039779402,31900.77243325323,31800,0.12179294,0.1328239,0.14113814,0.0027251148,Nonselective four-year public,public,4-year,public,999 - Non-selective,,,3590.0,1923.0,1.0,1181.0,,0.0060959449,0.00061842921,0.94681507,0.0
1144,"California State Polytechnic University, Pomona",Los Angeles,CA,80200,55100,14.929721,0.72355646,45.770481,0.2041171,6.833405,0.030474115,-7.9657836,-11.070725,2195.333333333334,West,0.42013362,0.5076192,98379.03404831272,0.5834559056033416,58449.62114357159,59600,0.091521993,0.098040767,0.49468231,0.012749106,Selective public,public,4-year,public,4 - Selective,1070.0,1015.0,6904.0,1795.0,0.523725834797891,7599.0,0.47819999,0.34619129,0.032367975,0.2274276,0.049890485
3661,University Of Texas At El Paso,El Paso,TX,42400,38400,28.001381,0.28040349,24.358624,0.35809445,6.8207512,0.10027139,-3.8081267,-2.868252,1665.666666666667,South,0.52431458,0.4765313,59130.92024902441,0.4131655307359545,41638.10448612917,41500,0.10375449,0.11401966,0.25783315,0.0058617666,Selective public,public,4-year,public,5 - Selective,,,7059.0,2541.0,,5303.0,0.0019,0.012736395,0.024700888,0.72473949,0.1118487
4759,CUNY York College,New York,NY,36500,36400,30.660444,0.061246876,22.242035,0.29296112,6.8195066,0.089823179,-7.5450883,-9.301075,368.0,Northeast,0.68115944,0.27062157,46950.67206960484,0.3554833764075369,40589.20853147645,40300,0.1184545,0.12935716,0.227005,0.0048864949,Selective public,public,4-year,public,5 - Selective,900.0,805.0,6396.0,3292.0,,4087.0,0.64899999,0.10490946,0.61750978,0.16016427,0.040694419
2823,"Saint John's University of Queens, NY",New York,NY,69200,58900,14.343632,0.70754236,47.379467,2.6542149,6.7959361,0.38071078,-4.6326036,-7.6824317,2363.333333333334,Northeast,0.56248236,0.48702067,92221.36442172072,0.5565459408948384,66248.34193461301,63800,0.091957286,0.098888114,0.52982867,0.028319586,Selective private,private non-profit,4-year,private,4 - Selective,1100.0,1005.0,38892.0,15930.0,0.5572616762635957,25738.0,0.4684,0.12818891,0.11863097,0.14421253,0.029376626
1314,"University Of California, Irvine",Los Angeles,CA,92100,60400,12.246905,1.5964504,55.264694,2.5234606,6.7682147,0.30904582,-4.7162452,-7.8978872,3244.333333333334,West,0.52984691,0.50187969,121501.6514138434,0.6315913747984226,68174.46898358034,65300,0.097185843,0.10445037,0.5431546,0.035942361,Highly selective public,public,4-year,public,2 - Highly Selective,1160.0,1160.0,13179.0,3969.0,0.8584502745576571,8096.0,0.57609999,0.53806323,0.019910004,0.1094742,0.021389386
2812,Trocaire College,Buffalo,NY,65400,38200,23.652473,0.23571844,28.479485,0.094428927,6.7361021,0.022334775,-5.20193,-3.2798278,82.5,Northeast,0.90303028,0.56921661,66215.94010416667,0.4869196017583211,38036.40234375,39600,0.075913131,0.089144617,0.26632667,0.0025895648,Nonselective four-year private not-for-profit,private non-profit,4-year,private,999 - Non-selective,,,15820.0,,,16307.0,0.031099999,0.0029368575,0.15712188,0.016152717,0.0073421439
20983,"Western Technical College of El Paso, TX",El Paso,TX,30500,23900,43.691811,0.0505221,15.413422,0.0,6.7344031,0.0,-10.416098,-7.0224338,224.0,South,0.25669643,0.39006972,39456.13671875,0.2812947928905487,30260.93880208333,25600,0.13264346,0.14565013,0.1332985,0.0040944526,Two-year for-profit,for-profit,2-year,private,999 - Non-selective,,,,,0.5456855559174796,20171.346,,0.0042857146,0.045714285,0.80142856,0.0
3582,Laredo Community College,Laredo,TX,27400,28700,43.07666,0.052582059,15.581796,0.29380697,6.7121172,0.12656222,-11.329559,-5.2458143,1331.333333333333,South,0.52704054,0.39421958,41084.45408053487,0.3048353466202035,33508.65210804488,32900,0.12949137,0.14079641,0.17696074,0.0035128726,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4500.0,1380.0,0.1829745596868884,4169.0,,0.0038240917,0.0017754711,0.95629609,0.009696804
30646,University Of Texas At Brownsville,Brownsville,TX,26400,29800,47.349705,0.14161171,14.033644,0.30516452,6.6448889,0.1444945,-13.627665,-7.4154882,1351.333333333333,South,0.55944747,0.42932925,39152.5061474778,0.2906128140538563,34401.43471629101,34200,0.11954793,0.12455574,0.15788749,0.0044244034,Nonselective four-year public,public,4-year,public,999 - Non-selective,,,5282.0,1876.0,,7078.0,,0.0031007752,0.0022659511,0.93941563,0.0072748954
2820,Saint Francis College,New York,NY,70500,53000,13.452872,0.43094406,49.203571,0.6377728,6.6192942,0.08579877,-2.0422208,-7.2995806,365.3333333333333,Northeast,0.55200732,0.47471333,84568.40461764371,0.5576898649769978,56786.8439638458,59600,0.10036265,0.11127981,0.47931951,0.015269206,Selective private,private non-profit,4-year,private,5 - Selective,935.0,1000.0,22300.0,9060.0,0.5209205020920502,8469.0,0.3567,0.025607638,0.1892361,0.13845485,0.1219618
8611,"CUNY, Hostos Community College",New York,NY,26700,27700,45.826004,0.050559912,14.185498,0.0,6.5006471,0.0,-5.8702636,-6.507854,235.3333333333333,Northeast,0.69263458,0.21302654,34486.35480479816,0.2668369026173951,30712.70612938208,33100,0.14519657,0.15554662,0.1517791,0.0,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4855.0,2552.0,,6675.0,,0.019582665,0.1916533,0.73194224,0.034991976
2621,New Jersey Institute Of Technology,Newark,NJ,84000,71600,10.139068,0.38414061,63.790905,1.0736407,6.467803,0.10885715,-2.1279979,-4.6048923,612.6666666666666,Northeast,0.19858542,0.54578364,96139.37753332428,0.6148267068593105,74319.95600261833,74200,0.065833345,0.069701135,0.65087581,0.028791165,Selective public,public,4-year,public,3 - Selective,1165.0,1140.0,15648.0,6730.0,0.5767123287671233,11384.0,0.34529999,0.22050737,0.11495476,0.11353557,0.06067057
1243,Mount St. Mary's College,Los Angeles,CA,48500,44900,21.239695,0.46410161,30.078995,0.70868033,6.3886867,0.15052155,-7.5994849,-11.815791,222.3333333333333,West,0.988006,0.46282801,67906.38965282984,0.4586108760319014,48089.91409178224,48500,0.091839254,0.098514453,0.3716616,0.0061537321,Selective private,private non-profit,4-year,private,4 - Selective,915.0,1012.5,34826.0,17666.0,0.6555555555555556,22749.0,0.25909999,0.16510539,0.12704918,0.4297424,0.0
1343,Woodbury University,Los Angeles,CA,61900,44300,18.690575,2.2754951,34.051167,0.0042108186,6.3643589,0.00078702613,-8.2350988,-7.649632,115.6666666666667,West,0.61095101,0.45329198,106416.8121847983,0.5086441477197048,45386.35045929395,48400,0.097502701,0.10885791,0.36586896,0.0028950083,Selective private,private non-profit,4-year,private,5 - Selective,,970.0,35048.0,18548.0,0.4465408805031447,21584.0,0.4425,0.16828194,0.074008808,0.28898677,0.080176212
1153,"California State University, Northridge",Los Angeles,CA,61100,44100,19.794104,0.6706683,31.953251,0.72009653,6.3248596,0.14253666,-6.0573931,-4.577383,2348.666666666667,West,0.58629012,0.45996237,84829.51676815747,0.5138591833237115,49244.3334100243,48600,0.10483976,0.11697734,0.36360878,0.01111173,Selective public,public,4-year,public,5 - Selective,915.0,925.0,6549.0,1814.0,0.457516339869281,8779.0,0.53759998,0.14295216,0.081142202,0.25411254,0.031437058
2691,CUNY Borough Of Manhattan Community College,New York,NY,33500,31900,35.075352,0.10283593,17.514887,0.13941236,6.1434078,0.048899379,-2.1635275,-4.0798979,2047.333333333333,Northeast,0.561055,0.24085049,45008.48356093292,0.3339074976434152,34761.37122857986,36100,0.13166471,0.14373027,0.19679084,0.0014117205,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4818.0,2590.0,,6051.0,,0.097637795,0.38381103,0.30696064,0.11212599
9225,Texas State Technical College Harlingen,Brownsville,TX,29100,25400,43.21106,0.22869818,14.214651,0.45726299,6.1423016,0.19758819,-12.196259,-7.7596059,873.6666666666666,South,0.42407477,0.36945528,41275.66777798312,0.3050851581183976,31168.51275828048,29800,0.12954468,0.1393647,0.14973968,0.0034347186,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,3264.0,2741.0,0.2094763092269327,9474.0,,0.0061255745,0.0039816233,0.87136292,0.0006125574
10051,CUNY Laguardia Community College,New York,NY,33800,31800,36.779636,0.033236787,16.46369,0.0,6.055285,0.0,-9.2045507,-8.4401712,1178.0,Northeast,0.57838142,0.29936689,42930.78843024901,0.3295890906468312,34091.89266655171,36700,0.13857019,0.14933474,0.18368372,0.0011518694,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4866.0,2622.0,,7314.0,,0.14620478,0.1945152,0.37366277,0.10027169
2597,Bloomfield College,Newark,NJ,40800,35600,26.851263,0.017513698,22.484524,0.54988819,6.0373793,0.14765193,-8.6646423,-11.421399,227.0,Northeast,0.61233479,0.25008073,52584.27923664648,0.3852612798084422,39703.29034737519,38600,0.090420857,0.099040091,0.23666568,0.0059619239,Selective private,private non-profit,4-year,private,4 - Selective,820.0,820.0,26750.0,10950.0,0.3642172523961662,18549.0,0.45359999,0.036414567,0.48347339,0.16022409,0.017366948
1316,"University Of California, Riverside",Los Angeles,CA,75000,52800,14.668724,0.8581109,41.020813,0.67461056,6.01723,0.098956764,-4.4312797,-5.0271931,2364.333333333334,West,0.55040181,0.50917256,102472.0093611219,0.5757101708165718,59668.70068586546,57200,0.10172298,0.11053374,0.46686825,0.027428165,Selective public,public,4-year,public,4 - Selective,1130.0,1065.0,13407.0,3856.0,0.6617130505268847,7651.0,0.38,0.4098461,0.056400839,0.20986359,0.017488632
2692,CUNY Bronx Community College,New York,NY,29700,28700,40.972702,0.091748536,14.355651,0.0054521114,5.8818979,0.0022338773,1.6001225,-1.2388018,778.6666666666666,Northeast,0.55779111,0.21788596,39859.1979445366,0.2991017200409958,31412.16821121843,33700,0.14751473,0.16259986,0.14542586,0.00036726458,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4854.0,2610.0,,7369.0,,0.017754041,0.36518475,0.53204387,0.043013856
212,College Of Mount Saint Vincent And Manhattan College,New York,NY,94800,67900,9.2331686,1.737998,62.63895,1.8693922,5.7835598,0.17260413,-1.2929488,-1.3199376,831.0,Northeast,0.55054152,0.49549633,130125.5442708333,0.655511717001597,72427.47135416667,71400,0.072629608,0.078382581,0.58245105,0.026947115,Selective private,private non-profit,4-year,private,3 - Selective,1035.7048,1055.3013,35247.195,16912.912,0.6642168314429319,18490.154,0.31549603,0.063961238,0.099682882,0.20946327,0.013097203
7394,"Berkeley College of New York, NY",New York,NY,42500,36500,27.447081,0.53121299,21.035694,0.0056456053,5.7736835,0.0015495538,3.6672459,7.4207873,372.0,Northeast,0.6783154,0.32951048,61200.79279548891,0.4144115092827001,40262.94811792955,41900,0.14164583,0.14839856,0.243551,0.0056735133,Four-year for-profit,for-profit,4-year,private,5 - Selective,,,23121.0,12945.0,0.3045774647887324,23570.0,,0.058536585,0.29207316,0.32195121,0.11707317
9618,Tulsa Welding School,Tulsa,OK,43900,26100,27.616358,0.061896194,20.878515,0.0,5.7658854,0.0,-4.6119528,-7.5679498,255.0,South,0.031372551,0.41774809,55048.25390625,0.406015823284785,37410.28515625,34500,0.17299484,0.18779388,0.23378912,0.0052766325,Two-year for-profit,for-profit,2-year,private,999 - Non-selective,,,,,0.5694996028594123,22971.768,,0.0030581041,0.11926606,0.03058104,0.0
3614,Southwest Texas Junior College,Uvalde,TX,28100,28000,42.978165,0.087250732,13.336743,0.29788846,5.7318873,0.12802699,-13.313918,-4.7178063,773.6666666666666,South,0.53899181,0.45840508,44078.6686385852,0.3131253674645611,32759.31271710739,32900,0.14183111,0.15380821,0.16514139,0.0041733896,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,3292.0,1192.0,0.2113207547169811,6284.0,,0.0045760432,0.015612382,0.7510094,0.010497981
1141,"California State University, Dominguez Hills",Los Angeles,CA,45600,40300,26.318241,0.073130883,21.281729,0.27680266,5.6009765,0.072849587,-7.9841657,-4.5438981,451.3333333333333,West,0.6971935,0.34141997,57771.22736740676,0.4167944687684143,42627.00178579671,43900,0.097246498,0.1050539,0.28751746,0.004540042,Selective public,public,4-year,public,5 - Selective,,835.0,6139.0,1735.0,0.2935377875136911,1592.0,0.4253,0.10487521,0.28475365,0.31979826,0.015388594
1315,"University Of California, Los Angeles",Los Angeles,CA,105500,65800,10.242689,3.6824386,54.636555,4.4001541,5.596252,0.45069408,-1.6410502,-3.7124486,4734.0,West,0.56020278,0.50893259,171784.8011041579,0.6703816974537421,82856.58800532055,71700,0.094866559,0.10246139,0.58992743,0.081602953,Other elite schools (public and private),public,4-year,public,1 - Elite,1325.0,1280.0,12705.0,3701.0,0.9031126698816307,8883.0,0.78009999,0.37147656,0.042701211,0.13989845,0.02790772
10509,Hallmark College Of Technology,San Antonio,TX,42400,33200,31.601173,0.22928566,17.677214,0.0,5.5862064,0.0,-5.8956709,-9.2641716,108.5,South,0.29953918,0.41745961,56981.625,0.3800682922204335,32426.05338541667,37800,0.12958913,0.14850321,0.21987665,0.0021100976,Nonselective four-year private not-for-profit,private non-profit,4-year,private,999 - Non-selective,,,,,,15283.0,,0.032941177,0.094117649,0.50588238,0.0047058822
2697,Queensborough Community College-CUNY,New York,NY,42200,32400,27.576023,0.063350827,20.115633,0.49320582,5.547092,0.13600655,-5.5555587,-7.4269667,1494.0,Northeast,0.49352968,0.35011157,56888.64031037344,0.4090489553439729,36886.53735602131,38500,0.15759003,0.17020768,0.23338565,0.003405584,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4840.0,2616.0,,3626.0,,0.19890545,0.26325721,0.20786941,0.033213813
122,Long Island University System,New York,NY,59000,39900,18.595896,1.504786,29.769798,1.2805028,5.5359607,0.23812096,-5.608592,-10.476321,1677.0,Northeast,0.65096402,0.39831343,104866.2597629075,0.5124879527272062,46372.92350396293,44400,0.11657844,0.12886088,0.33222592,0.010255974,Selective private,private non-profit,4-year,private,4 - Selective,945.0,980.0,34851.395,16920.0,0.3286180631120784,22224.203,0.1692894,0.053249251,0.222018,0.087615259,0.015439192
1374,Albertus Magnus College,Bridgeport,CT,68600,43400,12.973523,0.35828912,42.551868,0.029414468,5.5204768,0.0038160929,0.18003123,-2.6047432,65.66666666666667,Northeast,,0.40746137,89400.36429251269,0.5455990981329516,46223.49183058376,46600,0.10077129,0.10721236,0.31141117,0.0071068755,Selective private,private non-profit,4-year,private,5 - Selective,,1010.0,28930.0,14778.0,0.6062992125984252,21573.0,0.3179,0.0094919037,0.18816304,0.074818537,0.0044667781
2638,Saint Peter's University,Newark,NJ,59700,45500,20.468721,0.37753019,26.85788,0.70686686,5.4974651,0.14468661,-8.1598988,-8.7430429,447.6666666666667,Northeast,0.48771408,0.44284081,76200.71544001301,0.5026440101156284,50442.78786415674,49600,0.10080823,0.11023627,0.39027059,0.010339171,Selective private,private non-profit,4-year,private,5 - Selective,900.0,925.0,33232.0,15606.0,0.533213644524237,12898.0,0.45919999,0.072199479,0.18496464,0.26944548,0.018235952
1155,San Jose State University,San Jose,CA,91700,56500,11.658612,0.96155322,46.557117,1.8367313,5.4279132,0.21413738,-4.1787972,-7.0231481,2182.333333333334,West,0.50756073,0.508681,115874.4906851421,0.629639311575682,64343.15491112341,60500,0.081527822,0.090116784,0.50944173,0.020956475,Selective public,public,4-year,public,4 - Selective,1040.0,995.0,7323.0,1857.0,0.4809061488673139,9571.0,0.3653,0.3998841,0.043117184,0.14992033,0.041330695
2782,New York Institute Of Technology,New York,NY,78500,49900,14.60806,1.5220797,36.985092,0.010352842,5.4028044,0.0015123492,-6.0802588,-7.4753737,637.3333333333334,Northeast,0.374477,0.44189641,109147.5257175078,0.5827264026524382,58599.50690029256,54900,0.10761748,0.11637937,0.44149262,0.02778447,Selective private,private non-profit,4-year,private,3 - Selective,1065.0,,32180.0,,,19148.0,0.25929999,0.11795544,0.096985586,0.05668414,0.072083883
2613,New Jersey City University,Newark,NJ,51600,41200,20.409746,0.0940018,26.058468,0.0,5.3184671,0.0,0.95113039,2.3650267,783.6666666666666,Northeast,0.55976182,0.39167926,65974.64289963047,0.4682235085092063,43979.97049626489,45300,0.097920917,0.10696644,0.30653942,0.0038661833,Selective public,public,4-year,public,4 - Selective,890.0,848.5,10852.0,4643.0,0.3174114021571649,8561.0,0.58710003,0.088465147,0.1894342,0.28352609,0.022038138
3639,Texas A&M University - Kingsville,Corpus Christi,TX,47700,39800,25.405338,0.29822475,20.836184,0.63951749,5.2935028,0.16247159,-7.5371594,-7.1099868,823.0,South,0.4398542,0.49503097,64949.87342737444,0.440760689051637,47080.09735881176,43400,0.10197391,0.11268272,0.30247641,0.016118947,Selective public,public,4-year,public,5 - Selective,935.0,890.0,7554.0,2607.0,0.3410138248847927,8244.0,0.119,0.0060141021,0.055993363,0.65532976,0.021360431
2032,Xavier University Of Louisiana,New Orleans,LA,63100,48400,16.702759,0.39558756,31.462702,2.1135638,5.2551394,0.35302347,2.2524054,8.3640871,657.3333333333334,South,0.729716,0.32077602,82439.9124461207,0.5266068607085134,63788.14681913983,51200,0.064277582,0.073048584,0.42113906,0.049985852,Selective private,private non-profit,4-year,private,4 - Selective,1005.0,980.0,21552.0,10100.0,0.478448275862069,19220.0,0.45570001,0.023447016,0.92722291,0.0033495736,0.019183923
